session_id,target
1,0.010805617795376256
2,5.708909249665912e-05
3,1.7003168099574377e-05
4,0.00046359989945096133
5,0.0010328783654981939
6,0.007023601371539453
7,0.014843678934588137
8,0.005238344765274798
9,0.008108683575818041
10,0.07320842212629668
11,0.001501806260914453
12,0.0011747275303685566
13,0.0038375546540658162
14,0.36948280697308333
15,0.003706609635977428
16,0.011980310261391382
17,0.01098621472548247
18,0.0010837030935990505
19,0.006226655132352441
20,0.00011785407313926235
21,0.04668601825227235
22,0.00019504998923831348
23,0.000994727120482032
24,0.008386337236019828
25,0.0886108916848361
26,0.00022051462024164445
27,0.009851076071620973
28,0.0004308266520196
29,0.012592186178791804
30,0.0028259062796183263
31,0.010949029728983834
32,0.05427978255883318
33,0.007378457340732816
34,0.00021810827519364384
35,0.009509865498076073
36,0.0014638910736234714
37,0.00012226581925104077
38,9.591623308788619e-05
39,0.0028259062796183263
40,0.0009011588570350728
41,0.007750643404158821
42,0.0021126039549362566
43,0.0010896417043545158
44,0.0005220740923552639
45,0.046052480116855844
46,0.0007535956267283562
47,0.01263303882667989
48,0.0029872760474227125
49,0.0014394897591159044
50,0.0026907979205883998
51,0.00015994032002214522
52,0.0007729043183858394
53,0.028731288874493548
54,0.0023667005230564387
55,0.0028281697231083776
56,0.016263116055173936
57,0.0003744464400003405
58,0.004465928765161325
59,0.00042871745025124374
60,0.00013467961380777868
61,0.0020591914979197004
62,0.01651380523578692
63,0.0020243914691542362
64,0.005863327102619043
65,0.0003504509320681382
66,0.0001501389729570589
67,0.010497476818012184
68,0.002271602625813325
69,0.14241458823945746
70,0.0057078044917299
71,0.0031019859044940316
72,0.00042871745025124374
73,0.05245793005429775
74,5.708909249665912e-05
75,0.0008035218552538238
76,0.004559775066303107
77,0.008542144095027196
78,0.00525231378467339
79,0.001467954142420443
80,0.0007306494603880494
81,0.002790742263752547
82,0.0036119540555271234
83,0.00035947490903166476
84,0.15015120262173154
85,0.0008045270785887209
86,0.00019140905185455946
87,0.009626153974562353
88,0.003600115959063665
89,0.00933305390423947
90,0.04650794279168769
91,0.002606398415468442
92,0.0002762148845475613
93,0.028826794869990804
94,0.010288541272973838
95,0.02485872966278959
96,8.04314180984432e-05
97,0.00400622791997264
98,0.002810966416425821
99,0.0025720897751130905
100,0.0013972464174916144
101,0.009252728046809459
102,0.06527487119701883
103,0.015206812371013826
104,0.017067362808556953
105,0.0007458984499312812
106,0.00542873036216162
107,0.01139511294833568
108,0.0005153362037196368
109,0.0018999163853742806
110,0.0025769555635428796
111,0.00486001123696614
112,0.00037848867383689087
113,0.01357164123616703
114,0.00044547908714655964
115,0.004231090946366386
116,0.0008983608456232396
117,0.009273844754194502
118,0.010352122457232021
119,0.004502343424485352
120,0.003882561323380184
121,0.0014731436053095773
122,0.0028259062796183263
123,0.004611155311230014
124,0.0007276312930777072
125,0.0031904010612361453
126,0.00012703277479938517
127,9.442822794748845e-05
128,0.009997996674889906
129,0.006836870766087968
130,0.00889567628049116
131,0.007293131798786458
132,0.014843678934588137
133,0.0024799706230817175
134,0.0010736883123110316
135,0.0006284279803933783
136,0.005863327102619043
137,0.0092564880605047
138,0.009507283164451544
139,0.00031932278055792713
140,0.008689843915292315
141,3.2522651733212846e-05
142,0.008472599372555815
143,0.009196284149418334
144,0.01632523283714135
145,5.708909249665912e-05
146,0.016624987635755234
147,0.011919135368830675
148,0.010463917244852844
149,0.0122799876156657
150,0.044856007982968495
151,0.0006891114732934381
152,0.015330619221740631
153,0.004619121079827943
154,0.007441254090420401
155,0.0014571250862276332
156,0.002522174147383562
157,0.005160797446547651
158,0.005863327102619043
159,0.0001633845441453862
160,0.0028259062796183263
161,0.009853321474118795
162,0.00019874127778129124
163,0.0012013408502052642
164,0.007372620947619943
165,0.0003361478946844934
166,0.002287797638993265
167,0.02172727590001056
168,0.0122799876156657
169,0.01030305050495211
170,0.0009131348209741793
171,0.01318284937434047
172,0.0013287623645111284
173,0.002761350184277217
174,0.0019235993574497757
175,0.10145369206002376
176,0.008065931291611829
177,0.018632418918155712
178,7.973374515029266e-05
179,0.0008092854776988063
180,0.005256173518356041
181,0.0027835373194728804
182,0.03151248929254288
183,0.002060445100247347
184,0.0003570387958684075
185,0.0068971905937689785
186,0.0020122186760317957
187,0.0009142988961736638
188,0.00014240875210588696
189,0.011818443086216233
190,0.0012579920741966554
191,0.011247194905993893
192,0.003643538695418054
193,0.009905588689660681
194,0.02291245866025501
195,0.0056967527755881
196,4.189177275066337e-05
197,0.005218267983055366
198,0.011704585480099245
199,0.007069364564538929
200,0.000458246980949682
201,0.0007535956267283562
202,0.021111723678352897
203,0.00012703277479938517
204,0.007974190574534206
205,0.00715024142115736
206,3.156357424322586e-05
