id,dep_delayed_15min
0,0.9228829828363464
1,0.3651520434189876
2,0.8453309874660907
3,0.8230041362456665
4,0.8101359625108504
5,0.8428544116509865
6,0.4082153149614726
7,0.40129912454185124
8,0.6782266757950187
9,0.8483558998348122
10,0.7947049870025037
11,0.8232401934809995
12,0.816643487143966
13,0.8060845131795391
14,0.7241219097203081
15,0.7707085610032319
16,0.8859802980249691
17,0.8020360073374542
18,0.7531711743080058
19,0.5900736941696123
20,0.9317064765348858
21,0.8114647006073523
22,0.7587020179031432
23,0.8087837834236256
24,0.6756570062072962
25,0.37380295461964363
26,0.6469339274836322
27,0.8284204472393187
28,0.7782085090333503
29,0.6640431310657036
30,0.8343539710865231
31,0.8309399545821639
32,0.8329466319350489
33,0.8161728123618839
34,0.6248991556001916
35,0.8539372976865749
36,0.7581467719367834
37,0.6941797246617079
38,0.6741416120329866
39,0.6989153144557476
40,0.7143281906735768
41,0.7254375646652073
42,0.7553397843487533
43,0.7988683584118937
44,0.7411884791218609
45,0.828191418741763
46,0.6422152077368707
47,0.5479240181623402
48,0.8729739146730378
49,0.8000442024586895
50,0.8354217553296994
51,0.42779054157874136
52,0.45980736757530283
53,0.8371089509207047
54,0.7962434773421648
55,0.8444344538991136
56,0.8117049780958604
57,0.8394369043308246
58,0.46650612341150444
59,0.8544110374535651
60,0.7828590967174256
61,0.7538209238354726
62,0.853426153924421
63,0.8872132481923366
64,0.8289214407405504
65,0.3548760517167204
66,0.6882355068138339
67,0.7012267037548222
68,0.8643870860946836
69,0.8768994432535452
70,0.8219806998042625
71,0.34834990549105194
72,0.7441008647681111
73,0.7728075476666959
74,0.747260509007145
75,0.8200881253844283
76,0.40445627218
77,0.7482143845025846
78,0.37396230979655093
79,0.8062483245220833
80,0.8115579717530721
81,0.5877965573748315
82,0.6749232451157055
83,0.9049336749260036
84,0.7934712980048672
85,0.8238695865497203
86,0.8814313532186895
87,0.7626312388777486
88,0.7745412151130666
89,0.9226673401252363
90,0.6427569092838097
91,0.8532851354617667
92,0.4755480320097168
93,0.8618522903961836
94,0.40719054948667405
95,0.8235580844025387
96,0.8196306154544919
97,0.33805632391686335
98,0.4394635634894474
99,0.7636296812733605
100,0.7995067306140429
101,0.3603631409773086
102,0.7699411184379971
103,0.6942691794333572
104,0.7756914256966442
105,0.6684038750329668
106,0.759511645383623
107,0.40475517313973663
108,0.7540141621705277
109,0.8005918161634832
110,0.365490669967124
111,0.40087698350890594
112,0.8951665433447735
113,0.33582488641148844
114,0.34949374839348346
115,0.8079878065835633
116,0.5604627025316765
117,0.7300133715242964
118,0.8105591806576713
119,0.3174383850489502
120,0.37641701210933143
121,0.7995092957179644
122,0.82044516076971
123,0.8396901067940655
124,0.8102689686661038
125,0.6756281633854884
126,0.8291442685569033
127,0.8066388065671906
128,0.8729267987406234
129,0.7449668242642191
130,0.827640904789215
131,0.7067916052249321
132,0.8747425456208765
133,0.8685235487791598
134,0.6385639624039635
135,0.9032938026009723
136,0.7957172131803973
137,0.39768682291564783
138,0.4269013336686109
139,0.8178242919779091
140,0.5113591898372798
141,0.8737646663698253
142,0.9105704376199509
143,0.821214410159361
144,0.8701340374045415
145,0.8283516517514169
146,0.728117248358668
147,0.38987943930452884
148,0.7323542334137132
149,0.34612616862600903
150,0.4390850429695975
151,0.8025543532589708
152,0.8980790486037112
153,0.6982833557524027
154,0.8005578272372069
155,0.7671661234301039
156,0.7853666817910309
157,0.7352391631218589
158,0.8694238888096113
159,0.8305425950980309
160,0.9022720507635293
161,0.8324224960068196
162,0.4616641905422012
163,0.7615667264283115
164,0.8414218151802667
165,0.855525144703766
166,0.8315735140365833
167,0.4398824948179379
168,0.8490019092003815
169,0.8101119621656592
170,0.8526495416108687
171,0.7562512670749476
172,0.7965230969640358
173,0.7815844619663684
174,0.7651362217618816
175,0.7510215844055166
176,0.7831751753143101
177,0.7388422665650536
178,0.8385821823303437
179,0.7950527805376864
180,0.6199581539208964
181,0.8138049390062387
182,0.7911804145358631
183,0.809663279450098
184,0.8515688103522132
185,0.44596629177208325
186,0.9057091094481431
187,0.7424393750934716
188,0.8743092631913494
189,0.6963397240577012
190,0.5483377857780345
191,0.783812203190824
192,0.8141642697664399
193,0.9064462320187382
194,0.792634243629043
195,0.7989933181510724
196,0.8225192136280233
197,0.8312869767292349
198,0.8185450996959504
199,0.3870323065648257
200,0.8143621034340375
201,0.8282823745305171
202,0.7160299613844027
203,0.7858724888638142
204,0.8988759074317847
205,0.360911748745476
206,0.6995880077433768
207,0.7122129906468875
208,0.8475004784918535
209,0.8158879221153545
210,0.8322172687771052
211,0.7243325452406765
212,0.8130663671275943
213,0.7738019771233334
214,0.6450691002169466
215,0.37990517469868984
