id,dep_delayed_15min
0,0.019074225798249245
1,0.04762383550405502
2,0.07733216136693954
3,0.19785696268081665
4,0.1463894098997116
5,0.08549358695745468
6,0.07614406943321228
7,0.17873623967170715
8,0.18327200412750244
9,0.31968188285827637
10,0.26043233275413513
11,0.20614106953144073
12,0.10510566830635071
13,0.1796509027481079
14,0.06749455630779266
15,0.287982702255249
16,0.0702035129070282
17,0.28020745515823364
18,0.4806405007839203
19,0.012026609852910042
20,0.37795642018318176
21,0.04233843460679054
22,0.24872538447380066
23,0.1742132306098938
24,0.2915750741958618
25,0.3051367402076721
26,0.007096418645232916
27,0.03667575865983963
28,0.2986275255680084
29,0.14803344011306763
30,0.0856509730219841
31,0.3293549120426178
32,0.031303536146879196
33,0.2668660879135132
34,0.552417516708374
35,0.24765132367610931
36,0.2563127875328064
37,0.09434948116540909
38,0.07336819171905518
39,0.17890122532844543
40,0.1274416744709015
41,0.135417640209198
42,0.12711083889007568
43,0.19995035231113434
44,0.11804007738828659
45,0.4995713233947754
46,0.008793187327682972
47,0.1895032376050949
48,0.5437948107719421
49,0.11905081570148468
50,0.5381217002868652
51,0.03927747905254364
52,0.2801288962364197
53,0.4159165024757385
54,0.25496706366539
55,0.061315860599279404
56,0.24074219167232513
57,0.3475853502750397
58,0.054864488542079926
59,0.2017863243818283
60,0.1836591511964798
61,0.1064264103770256
62,0.16047899425029755
63,0.2856028974056244
64,0.19891272485256195
65,0.13985317945480347
66,0.014337016269564629
67,0.08829309046268463
68,0.11373051255941391
69,0.22783243656158447
70,0.01170428842306137
71,0.21091853082180023
72,0.356550008058548
73,0.3396434187889099
74,0.47646021842956543
75,0.232946515083313
76,0.09325861930847168
77,0.19426387548446655
78,0.066428042948246
79,0.07787269353866577
80,0.136265829205513
81,0.1792188286781311
82,0.1364286094903946
83,0.1476423144340515
84,0.13693110644817352
85,0.004155002534389496
86,0.10223139822483063
87,0.20891383290290833
88,0.27210092544555664
89,0.3223826289176941
90,0.11677565425634384
91,0.2395668923854828
92,0.09348250180482864
93,0.09450354427099228
94,0.2504260241985321
95,0.17099127173423767
96,0.3477986752986908
97,0.10923337191343307
98,0.1515548825263977
99,0.393221914768219
100,0.1915765106678009
101,0.3943193852901459
102,0.07212946563959122
103,0.3348238468170166
104,0.010133136995136738
105,0.12477171421051025
106,0.23951047658920288
107,0.06965015083551407
108,0.13989190757274628
109,0.19348207116127014
110,0.21084906160831451
111,0.21405984461307526
112,0.7713291645050049
113,0.03590391203761101
114,0.04939389228820801
115,0.1868332475423813
116,0.12253323942422867
117,0.6275811195373535
118,0.058956604450941086
119,0.1487581878900528
120,0.2751973569393158
121,0.2793457806110382
122,0.15893030166625977
123,0.16292718052864075
124,0.2720828354358673
125,0.039636798202991486
126,0.06486234068870544
127,0.04435860738158226
128,0.1061604842543602
129,0.4667961597442627
130,0.33722028136253357
131,0.12351106852293015
132,0.022732604295015335
133,0.22578898072242737
134,0.031075717881321907
135,0.2818664014339447
136,0.23996306955814362
137,0.14562782645225525
138,0.028574669733643532
139,0.04138433188199997
140,0.27829718589782715
141,0.136578768491745
142,0.2773928642272949
143,0.389945387840271
144,0.14290259778499603
145,0.18328553438186646
146,0.3284963071346283
147,0.15430182218551636
148,0.11599235236644745
149,0.4412253499031067
150,0.47909367084503174
151,0.2851884067058563
152,0.09954662621021271
153,0.15256072580814362
154,0.16496042907238007
155,0.14109410345554352
156,0.3010321259498596
157,0.17136089503765106
158,0.36178916692733765
159,0.020000025629997253
160,0.06966445595026016
161,0.5396234393119812
162,0.8073460459709167
163,0.08797144889831543
164,0.19276964664459229
165,0.1302228420972824
166,0.1371675431728363
167,0.013082236051559448
168,0.12301619350910187
169,0.23262494802474976
170,0.20888975262641907
171,0.14211052656173706
172,0.08820068836212158
173,0.2801145911216736
174,0.3826776444911957
175,0.23414580523967743
176,0.10776274651288986
177,0.015874886885285378
178,0.1982983499765396
179,0.11882687360048294
180,0.022474614903330803
181,0.11045974493026733
182,0.30870750546455383
183,0.5814680457115173
184,0.18152962625026703
185,0.39697352051734924
186,0.21339207887649536
187,0.2507748603820801
188,0.3621286153793335
189,0.262617826461792
190,0.3136507570743561
191,0.3995612561702728
192,0.15235522389411926
193,0.10411599278450012
194,0.21294839680194855
195,0.1500847488641739
196,0.13408750295639038
197,0.11340392380952835
198,0.2813664376735687
199,0.307953804731369
200,0.15862271189689636
201,0.206011101603508
202,0.21675366163253784
203,0.014115863479673862
204,0.011722969822585583
205,0.33322566747665405
206,0.5698806047439575
207,0.01416874211281538
208,0.13717646896839142
209,0.18885035812854767
210,0.021217044442892075
211,0.058601703494787216
212,0.1726207733154297
213,0.2863212525844574
214,0.1752195656299591
215,0.12859037518501282
216,0.028239000588655472
217,0.14663784205913544
218,0.33436453342437744
219,0.20229031145572662
220,0.19121727347373962
221,0.37499380111694336
222,0.192605122923851
223,0.1114400252699852
224,0.3597171902656555
225,0.09886699169874191
226,0.329490602016449
227,0.42305320501327515
228,0.2394724041223526
229,0.5830773711204529
230,0.02705458365380764
231,0.16115126013755798
232,0.11449360847473145
233,0.18281811475753784
234,0.18610019981861115
235,0.08301659673452377
236,0.021760419011116028
237,0.21477220952510834
238,0.1281415820121765
239,0.1116558238863945
240,0.15641671419143677
241,0.3516460359096527
242,0.13281263411045074
243,0.08773180842399597
244,0.09720852226018906
245,0.24243533611297607
246,0.277068555355072
247,0.364849716424942
248,0.6529513001441956
249,0.2783788740634918
250,0.20944367349147797
251,0.053023356944322586
252,0.07661116123199463
253,0.16891814768314362
254,0.38970494270324707
255,0.21691276133060455
256,0.08552645891904831
257,0.02705248072743416
258,0.15710356831550598
259,0.011630394496023655
260,0.26108333468437195
261,0.0740777999162674
262,0.4506893455982208
263,0.19417308270931244
264,0.0917113721370697
265,0.19696952402591705
266,0.22168588638305664
267,0.1100197583436966
268,0.19850380718708038
269,0.36043933033943176
270,0.06993917375802994
271,0.13633690774440765
272,0.3634023666381836
273,0.04008257016539574
274,0.381891667842865
275,0.061626434326171875
276,0.03240474686026573
277,0.22444671392440796
278,0.13480253517627716
279,0.33483701944351196
280,0.142748162150383
281,0.3848521411418915
282,0.1445743888616562
283,0.01555826235562563
284,0.31308692693710327
285,0.4085038900375366
286,0.14768952131271362
287,0.0874468982219696
288,0.23316159844398499
289,0.026136860251426697
290,0.12068315595388412
291,0.09783738851547241
292,0.28493940830230713
293,0.23959434032440186
294,0.26599806547164917
295,0.03443855419754982
296,0.007497412618249655
297,0.1975230872631073
298,0.1472148299217224
299,0.13573895394802094
300,0.3065049946308136
301,0.23495453596115112
302,0.06822897493839264
303,0.2456548511981964
304,0.10768132656812668
305,0.3194926083087921
306,0.13200251758098602
307,0.11571124196052551
308,0.21924036741256714
309,0.20907217264175415
310,0.3079691529273987
311,0.28521019220352173
312,0.04242967441678047
313,0.21918216347694397
314,0.16387981176376343
315,0.10782162845134735
316,0.10669177025556564
317,0.09116777777671814
318,0.2837319076061249
319,0.1211831271648407
320,0.13941282033920288
321,0.03988531976938248
322,0.1004616767168045
323,0.11916278302669525
324,0.1247970461845398
325,0.3972019851207733
326,0.009221159853041172
327,0.25170865654945374
328,0.059159789234399796
329,0.1989654302597046
330,0.14836165308952332
331,0.418759286403656
332,0.31979891657829285
333,0.1252426952123642
334,0.3920593857765198
335,0.29892244935035706
336,0.2431887686252594
337,0.045898836106061935
338,0.38819271326065063
339,0.03987888619303703
340,0.11943453550338745
341,0.5057827830314636
342,0.13791076838970184
343,0.18530815839767456
344,0.45288780331611633
345,0.47128865122795105
346,0.08727972209453583
347,0.15161515772342682
348,0.11421915143728256
349,0.1769317090511322
350,0.21471849083900452
351,0.10442540049552917
352,0.2532092332839966
353,0.24562543630599976
354,0.1439770609140396
355,0.30620691180229187
356,0.024185020476579666
357,0.15871384739875793
358,0.16008137166500092
359,0.16065098345279694
360,0.11416740715503693
361,0.011443071067333221
362,0.0746515542268753
363,0.3432406485080719
364,0.03843890130519867
365,0.3979417681694031
366,0.7001395225524902
367,0.1976725459098816
368,0.2571713626384735
369,0.11731906980276108
370,0.13408735394477844
371,0.20511701703071594
372,0.281294047832489
373,0.12959058582782745
374,0.2537521719932556
375,0.04908876121044159
376,0.2443503439426422
377,0.4363716244697571
378,0.270427942276001
379,0.15463976562023163
380,0.8042104244232178
381,0.24277259409427643
382,0.035628851503133774
383,0.255230575799942
384,0.1590137928724289
385,0.16192002594470978
386,0.22099381685256958
387,0.044934529811143875
388,0.12056579440832138
389,0.06162556633353233
390,0.2323993742465973
391,0.029708456248044968
392,0.19399768114089966
393,0.006060571875423193
394,0.24124644696712494
395,0.20632141828536987
396,0.013748448342084885
397,0.013732467778027058
398,0.017612745985388756
399,0.03878612071275711
400,0.19530102610588074
401,0.05380556732416153
402,0.2456514835357666
403,0.007069248706102371
404,0.07390358299016953
405,0.038451582193374634
406,0.32620856165885925
407,0.07685604691505432
408,0.3111666142940521
409,0.3055821359157562
410,0.1793341189622879
411,0.007606679107993841
412,0.1988101601600647
413,0.14204458892345428
414,0.4819268584251404
415,0.12610763311386108
416,0.36359110474586487
417,0.14051197469234467
418,0.11897764354944229
419,0.45563456416130066
420,0.21379365026950836
421,0.06244133785367012
422,0.019046315923333168
423,0.0674978718161583
424,0.1855684369802475
425,0.23828472197055817
426,0.17836275696754456
427,0.18033981323242188
428,0.2701947093009949
429,0.26672235131263733
430,0.1715341955423355
431,0.10939686745405197
432,0.018196450546383858
433,0.19315451383590698
434,0.1739533394575119
435,0.06425223499536514
436,0.13653431832790375
437,0.42083337903022766
438,0.18347027897834778
439,0.2596414387226105
440,0.1424681544303894
441,0.07706940174102783
442,0.19211356341838837
443,0.1990807056427002
444,0.2663763761520386
445,0.052551522850990295
446,0.2521975040435791
447,0.0643300861120224
448,0.1368531882762909
449,0.24179528653621674
450,0.41192981600761414
451,0.39074090123176575
452,0.2251897007226944
453,0.010041066445410252
454,0.05367128551006317
455,0.06595226377248764
456,0.23557192087173462
457,0.10046665370464325
458,0.10732981562614441
459,0.20011809468269348
460,0.07077738642692566
461,0.032618071883916855
462,0.04267776757478714
463,0.11735496670007706
464,0.23076878488063812
465,0.21268554031848907
466,0.15963776409626007
467,0.09133467823266983
468,0.10559900104999542
469,0.040442030876874924
470,0.01271785143762827
471,0.19870181381702423
472,0.266210675239563
473,0.43624773621559143
474,0.13908597826957703
475,0.1807691752910614
476,0.039322808384895325
477,0.21258139610290527
478,0.15919938683509827
479,0.42356234788894653
480,0.05410604551434517
481,0.21858274936676025
482,0.1803208738565445
483,0.1473696082830429
484,0.3103850781917572
485,0.12096530199050903
486,0.2012038230895996
487,0.20507456362247467
488,0.06639779359102249
489,0.10923770070075989
490,0.4095364212989807
491,0.7154176235198975
492,0.2833300232887268
493,0.1333024948835373
494,0.25415536761283875
495,0.280325710773468
496,0.1820676177740097
497,0.031854186207056046
498,0.0685248002409935
499,0.25719305872917175
500,0.37066662311553955
501,0.07334676384925842
502,0.18535420298576355
503,0.143265962600708
504,0.25530901551246643
505,0.2301177680492401
506,0.37083375453948975
507,0.10791344940662384
508,0.0871552899479866
509,0.17171461880207062
510,0.10997927188873291
511,0.3819642961025238
512,0.7444360256195068
513,0.06564158946275711
514,0.08086498081684113
515,0.3128083646297455
516,0.16480106115341187
517,0.30453673005104065
518,0.20149442553520203
519,0.09524551779031754
520,0.02394612692296505
521,0.29173076152801514
522,0.28212136030197144
523,0.3251504600048065
524,0.15697404742240906
525,0.11147864907979965
526,0.07060038298368454
527,0.006211880594491959
528,0.2616112530231476
529,0.029557427391409874
530,0.09168464690446854
531,0.2350899577140808
532,0.19442006945610046
533,0.3486328423023224
534,0.19073088467121124
535,0.4749496281147003
536,0.10493645817041397
537,0.28698503971099854
538,0.24337553977966309
539,0.15109694004058838
540,0.3046751916408539
541,0.30073609948158264
542,0.32583698630332947
543,0.5807353854179382
544,0.09580524265766144
545,0.46474817395210266
546,0.018982023000717163
547,0.2503412365913391
548,0.1681707799434662
549,0.4337889552116394
550,0.4772244691848755
551,0.10729989409446716
552,0.19787880778312683
553,0.2436833679676056
554,0.13547319173812866
555,0.26063570380210876
556,0.042908672243356705
557,0.030982255935668945
558,0.17780742049217224
559,0.046679962426424026
560,0.11610779166221619
561,0.09507779031991959
562,0.35169717669487
563,0.22665518522262573
564,0.08214826881885529
565,0.40270838141441345
566,0.07027775794267654
567,0.2282261699438095
568,0.14712880551815033
569,0.02188759483397007
570,0.4123259484767914
571,0.06598152220249176
572,0.2032712996006012
573,0.3191755414009094
574,0.1552826464176178
575,0.03217867389321327
576,0.008552158251404762
577,0.053907155990600586
578,0.04800393059849739
579,0.5057693719863892
580,0.06812568008899689
581,0.6878677010536194
582,0.1000710055232048
583,0.24508993327617645
584,0.3999378979206085
585,0.42297470569610596
586,0.15765269100666046
587,0.20934315025806427
588,0.3894996643066406
589,0.16438178718090057
590,0.369140625
591,0.09309898316860199
592,0.1403622031211853
593,0.0519164502620697
594,0.10331714153289795
595,0.46157902479171753
596,0.10234203934669495
597,0.2706094980239868
598,0.22864501178264618
599,0.31787624955177307
600,0.02385992556810379
601,0.11340605467557907
602,0.7818207144737244
603,0.0856076031923294
604,0.012126896530389786
605,0.14846181869506836
606,0.11109865456819534
607,0.09909877926111221
608,0.2695188820362091
609,0.260478138923645
610,0.3421190679073334
611,0.02168501727283001
612,0.15141454339027405
613,0.1707776039838791
614,0.07484426349401474
615,0.1426663100719452
616,0.1726129949092865
617,0.06503267586231232
618,0.3245716392993927
619,0.13356909155845642
620,0.4038675129413605
621,0.4530944228172302
622,0.0317496657371521
623,0.03284520283341408
624,0.00988871231675148
625,0.22363288700580597
626,0.224996879696846
627,0.47444429993629456
628,0.3982999622821808
629,0.20351755619049072
630,0.2870467007160187
631,0.058637797832489014
632,0.22971214354038239
633,0.2054913491010666
634,0.1784946620464325
635,0.1665331870317459
636,0.3534944951534271
637,0.04279059171676636
638,0.3256742060184479
639,0.27597326040267944
640,0.07878706604242325
641,0.42093828320503235
642,0.2180306315422058
643,0.28792092204093933
644,0.30065882205963135
645,0.4513935446739197
646,0.5376803278923035
647,0.16775085031986237
648,0.059832584112882614
649,0.005645001772791147
650,0.18520034849643707
651,0.06950745731592178
652,0.1840771734714508
653,0.1386667937040329
654,0.2372225821018219
655,0.20532047748565674
656,0.14607512950897217
657,0.08697781711816788
658,0.19166968762874603
659,0.07449819147586823
660,0.04666198045015335
661,0.2861267626285553
662,0.2755059003829956
663,0.20556996762752533
664,0.2662716805934906
665,0.12087463587522507
666,0.20203617215156555
667,0.07128286361694336
668,0.12588024139404297
669,0.20835807919502258
670,0.07928303629159927
671,0.2230318933725357
672,0.3474428653717041
673,0.9219469428062439
674,0.03225637972354889
675,0.34773942828178406
676,0.24344363808631897
677,0.3186322748661041
678,0.20926924049854279
679,0.13165003061294556
680,0.059605829417705536
681,0.10198811441659927
682,0.19086448848247528
683,0.035346657037734985
684,0.06316456198692322
685,0.36027076840400696
686,0.2723034620285034
687,0.07095949351787567
688,0.543929398059845
689,0.2369883954524994
690,0.49692490696907043
691,0.1492270678281784
692,0.11040051281452179
693,0.2111184448003769
694,0.10210754722356796
695,0.26417163014411926
696,0.1589982807636261
697,0.5284044146537781
698,0.47166916728019714
699,0.17621000111103058
700,0.0946219265460968
701,0.17486350238323212
702,0.06459147483110428
703,0.31906741857528687
704,0.46642401814460754
705,0.21338994801044464
706,0.18078187108039856
707,0.23104581236839294
708,0.2102230191230774
709,0.35009297728538513
710,0.29745733737945557
711,0.14375612139701843
712,0.11745370179414749
713,0.7623514533042908
714,0.23101522028446198
715,0.21094930171966553
716,0.37508735060691833
717,0.08130113035440445
718,0.26986029744148254
719,0.03813796117901802
720,0.17465345561504364
721,0.21218490600585938
722,0.2599915564060211
723,0.0489870086312294
724,0.4395803213119507
725,0.19759412109851837
726,0.271584153175354
727,0.1815234124660492
728,0.17149147391319275
729,0.0974581390619278
730,0.10665389895439148
731,0.18809044361114502
732,0.2572031319141388
733,0.3385326862335205
734,0.03472556173801422
735,0.19200348854064941
736,0.014939055778086185
737,0.0653889924287796
738,0.1455359160900116
739,0.16592709720134735
740,0.4727901518344879
741,0.30850839614868164
742,0.2749961018562317
743,0.0039901286363601685
744,0.0788235291838646
745,0.05817609652876854
746,0.1889539659023285
747,0.2780331075191498
748,0.2461124211549759
749,0.08410018682479858
750,0.27636173367500305
751,0.24144981801509857
752,0.12818796932697296
753,0.2444593757390976
754,0.24137695133686066
755,0.06056686118245125
756,0.07364784926176071
757,0.06320969015359879
758,0.40043237805366516
759,0.23311521112918854
760,0.09267223626375198
761,0.19342252612113953
762,0.014125367626547813
763,0.13153094053268433
764,0.4368554353713989
765,0.2684212625026703
766,0.035244982689619064
767,0.2800068259239197
768,0.6279751062393188
769,0.1505165845155716
770,0.21109162271022797
771,0.1913178712129593
772,0.12805280089378357
773,0.2953714430332184
774,0.6276586055755615
775,0.10502193123102188
776,0.07822438329458237
777,0.23361973464488983
778,0.16294674575328827
779,0.490923672914505
780,0.06292752921581268
781,0.18265822529792786
782,0.4003995656967163
783,0.17794202268123627
784,0.146999791264534
785,0.01611297018826008
786,0.33440279960632324
787,0.1627563238143921
788,0.2437102198600769
789,0.03811715915799141
790,0.20561031997203827
791,0.2751932442188263
792,0.06504921615123749
793,0.08800507336854935
794,0.14806430041790009
795,0.7329703569412231
796,0.008541309274733067
797,0.08351685851812363
